metascore,userscore,genre
60,62,shooter
60,64,fighting
59,65,racing
67,63,platform
39,26,puzzle
57,58,strategy
43,21,role-playing
68,74,shooter
67,71,platform
71,60,strategy
70,74,action
70,77,shooter
68,68,shooter
61,38,simulation
60,42,fighting
75,77,puzzle
74,57,sports
56,66,adventure
64,57,sports
81,78,fighting
41,47,action
77,74,platform
75,76,fighting
71,76,racing
56,43,puzzle
82,78,shooter
79,80,role-playing
78,81,sports
68,69,racing
73,74,misc
77,75,shooter
54,49,puzzle
68,61,simulation
69,62,racing
57,70,sports
64,42,action
60,62,puzzle
61,67,misc
57,15,sports
61,54,misc
54,62,action
59,72,platform
86,74,simulation
75,73,role-playing
73,74,fighting
66,70,action
66,61,misc
65,65,fighting
64,58,puzzle
78,76,role-playing
74,73,role-playing
63,69,racing
84,81,fighting
82,80,simulation
80,78,action
78,75,platform
76,76,simulation
71,71,adventure
73,69,action
70,79,simulation
63,61,fighting
74,68,adventure
77,76,puzzle
79,77,role-playing
75,77,role-playing
68,69,adventure
67,70,strategy
76,84,sports
67,65,sports
59,63,role-playing
80,75,sports
79,77,misc
71,48,misc
71,73,platform
69,53,puzzle
64,66,role-playing
47,43,simulation
75,77,misc
73,75,sports
73,77,misc
71,63,misc
68,61,fighting
68,60,strategy
73,75,platform
69,50,fighting
67,41,misc
75,69,puzzle
64,60,sports
71,76,fighting
67,72,shooter
63,76,simulation
67,62,strategy
63,60,shooter
64,66,role-playing
76,51,simulation
58,71,misc
41,34,adventure
68,76,action
73,75,role-playing
84,77,racing
79,81,strategy
75,72,puzzle
73,73,role-playing
92,79,sports
91,85,simulation
90,77,sports
79,68,shooter
74,72,simulation
72,70,sports
58,65,adventure
62,71,adventure
65,41,misc
39,75,role-playing
67,78,platform
70,71,simulation
61,72,misc
62,55,sports
67,76,platform
71,68,platform
70,71,strategy
72,71,role-playing
64,74,action
63,82,adventure
76,84,strategy
68,72,fighting
83,81,role-playing
82,78,role-playing
59,67,action
68,66,puzzle
70,81,strategy
75,54,strategy
74,55,strategy
64,73,simulation
91,78,strategy
82,72,fighting
77,69,shooter
75,73,racing
57,62,shooter
85,85,strategy
85,79,fighting
73,81,adventure
74,76,racing
70,73,role-playing
78,81,shooter
78,59,fighting
72,72,adventure
68,71,fighting
61,71,platform
76,74,misc
81,82,action
81,77,platform
78,75,misc
77,74,puzzle
72,55,sports
74,71,misc
53,63,adventure
51,67,simulation
72,64,misc
85,88,racing
82,85,action
79,83,fighting
75,76,racing
86,80,strategy
81,76,adventure
80,85,misc
82,76,racing
84,81,racing
74,74,platform
67,64,platform
54,55,sports
49,64,simulation
36,52,platform
75,66,racing
56,52,action
82,59,platform
69,72,simulation
58,69,shooter
60,55,action
70,64,racing
62,45,shooter
76,85,adventure
75,79,adventure
74,82,role-playing
77,77,platform
73,72,racing
72,67,puzzle
71,71,platform
66,71,misc
65,73,role-playing
55,67,platform
63,58,role-playing
63,64,strategy
83,62,puzzle
84,45,action
74,39,strategy
84,39,adventure
80,32,racing
68,73,fighting
67,71,simulation
67,73,strategy
70,78,puzzle
67,68,simulation
55,66,racing
79,80,racing
59,72,role-playing
76,72,simulation
79,65,sports
90,83,platform
88,84,strategy
85,80,adventure
90,77,strategy
86,77,puzzle
84,79,platform
91,82,racing
77,68,action
72,67,misc
71,66,racing
85,86,adventure
80,77,puzzle
88,70,adventure
86,78,adventure
82,67,simulation
79,62,misc
81,55,strategy
79,60,shooter
64,43,puzzle
81,74,action
61,72,sports
66,77,misc
75,75,role-playing
66,82,misc
58,51,platform
64,22,misc
61,37,strategy
85,72,fighting
81,76,puzzle
70,72,adventure
60,54,puzzle
47,41,simulation
66,67,sports
63,43,fighting
58,60,simulation
57,39,misc
82,78,racing
63,65,strategy
61,72,racing
79,73,role-playing
82,74,fighting
76,83,fighting
77,52,fighting
86,72,misc
74,75,adventure
74,74,racing
63,54,shooter
80,62,action
59,46,role-playing
79,53,action
78,52,strategy
72,54,sports
87,56,adventure
81,36,role-playing
76,54,role-playing
89,60,misc
79,51,action
68,64,racing
78,71,racing
78,56,strategy
68,67,simulation
60,60,shooter
59,65,platform
67,50,misc
40,52,role-playing
74,83,shooter
68,71,strategy
89,65,strategy
79,79,action
64,60,sports
81,83,adventure
77,73,strategy
75,78,simulation
65,61,sports
60,68,action
81,78,platform
82,84,sports
81,66,role-playing
75,80,simulation
67,46,action
72,72,puzzle
54,46,platform
83,82,adventure
80,74,strategy
79,68,misc
72,66,adventure
68,29,platform
74,61,fighting
72,74,sports
71,77,strategy
69,66,sports
74,73,platform
81,74,racing
78,71,fighting
77,69,racing
71,69,shooter
67,69,misc
63,66,fighting
74,70,puzzle
66,67,misc
62,73,platform
53,69,shooter
52,58,fighting
59,62,fighting
57,63,sports
55,64,misc
80,82,sports
84,83,action
77,81,strategy
60,64,racing
60,62,sports
78,71,sports
30,55,adventure
82,77,misc
57,69,strategy
47,41,shooter
71,69,sports
77,66,adventure
68,68,misc
84,84,racing
79,81,sports
82,78,racing
54,77,shooter
71,71,strategy
69,71,misc
66,71,sports
71,70,simulation
78,80,adventure
75,78,action
63,52,misc
62,71,puzzle
32,35,strategy
47,60,shooter
62,72,adventure
57,69,adventure
57,71,role-playing
56,64,shooter
86,84,simulation
86,88,shooter
83,82,action
91,88,fighting
87,78,sports
63,73,adventure
59,61,puzzle
75,62,shooter
65,73,puzzle
69,77,platform
57,62,simulation
47,48,strategy
77,82,fighting
82,85,shooter
84,47,platform
84,63,role-playing
80,46,racing
84,78,simulation
84,77,platform
81,67,shooter
79,77,puzzle
80,79,simulation
85,86,sports
58,65,puzzle
72,73,platform
58,53,platform
55,57,simulation
73,58,role-playing
71,77,fighting
73,76,sports
75,54,strategy
68,76,racing
74,70,shooter
66,59,shooter
62,70,fighting
68,60,action
76,82,shooter
48,69,strategy
52,65,misc
53,38,adventure
84,76,role-playing
54,66,adventure
55,60,role-playing
73,77,racing
65,64,strategy
90,72,shooter
88,80,simulation
62,66,strategy
75,77,action
67,78,action
77,75,shooter
72,84,action
67,70,sports
54,60,platform
83,79,racing
79,76,sports
81,87,platform
83,85,misc
82,81,simulation
55,60,action
82,63,role-playing
84,68,fighting
82,74,strategy
71,64,racing
51,68,action
83,68,racing
82,81,racing
68,62,puzzle
71,60,simulation
80,77,misc
75,70,puzzle
75,57,sports
74,72,adventure
69,74,platform
69,61,shooter
72,72,action
58,65,role-playing
43,23,sports
78,76,shooter
75,70,role-playing
75,45,sports
73,50,sports
72,35,fighting
68,11,platform
66,9,sports
65,10,puzzle
70,59,simulation
83,72,fighting
68,54,racing
80,52,puzzle
81,48,action
68,73,puzzle
81,71,simulation
86,80,shooter
88,83,simulation
73,71,sports
85,77,misc
89,77,puzzle
89,87,racing
86,76,sports
87,87,racing
61,68,role-playing
70,54,fighting
61,40,adventure
78,67,platform
74,78,strategy
70,54,action
70,84,adventure
71,78,strategy
73,71,role-playing
75,77,role-playing
83,61,sports
79,76,misc
79,69,strategy
69,46,racing
66,54,strategy
72,68,puzzle
73,80,racing
69,74,simulation
66,52,fighting
63,71,sports
84,78,misc
80,78,puzzle
82,83,role-playing
82,69,racing
77,61,puzzle
74,70,action
78,80,action
82,80,simulation
76,73,simulation
83,80,platform
82,73,racing
83,78,action
88,87,platform
85,84,sports
75,75,sports
86,83,platform
87,79,shooter
83,74,role-playing
81,79,puzzle
91,85,adventure
70,74,shooter
83,75,action
72,75,simulation
68,71,misc
67,68,racing
72,69,platform
72,64,action
71,64,puzzle
70,66,shooter
87,88,puzzle
83,87,platform
84,85,puzzle
81,79,platform
86,73,puzzle
85,74,strategy
79,84,sports
78,80,role-playing
73,71,strategy
77,63,simulation
82,78,misc
90,55,adventure
79,62,role-playing
79,78,puzzle
79,73,role-playing
81,75,role-playing
75,67,puzzle
63,62,shooter
75,70,strategy
70,70,misc
55,34,simulation
81,69,action
74,71,action
73,72,racing
76,79,adventure
74,80,shooter
64,54,sports
75,59,platform
73,55,adventure
68,68,sports
71,81,shooter
70,76,strategy
77,36,strategy
74,31,misc
87,69,puzzle
71,77,action
79,75,fighting
79,63,puzzle
83,68,fighting
81,76,strategy
80,74,racing
83,78,fighting
78,75,simulation
77,71,action
76,70,sports
66,70,racing
66,73,adventure
68,64,racing
67,56,fighting
73,77,racing
75,70,racing
68,52,racing
65,61,strategy
78,69,puzzle
80,65,misc
71,72,sports
70,64,role-playing
69,71,sports
72,71,fighting
72,76,platform
72,75,platform
59,68,shooter
71,71,strategy
57,69,adventure
56,47,simulation
47,50,misc
87,84,simulation
81,83,fighting
80,76,sports
79,77,simulation
70,74,action
63,72,strategy
55,67,adventure
57,58,role-playing
71,67,misc
74,77,puzzle
70,70,misc
76,78,role-playing
81,74,puzzle
86,64,platform
66,28,fighting
81,78,puzzle
65,72,simulation
68,71,action
62,67,adventure
67,54,racing
63,67,puzzle
76,73,misc
78,66,adventure
74,80,misc
72,68,strategy
67,50,misc
53,21,fighting
43,19,sports
69,49,simulation
82,64,strategy
77,70,adventure
64,69,misc
93,89,simulation
88,87,platform
73,65,strategy
97,90,adventure
76,75,fighting
85,70,adventure
84,80,strategy
85,73,misc
81,71,simulation
80,71,sports
76,37,shooter
66,76,fighting
65,67,platform
81,79,racing
78,40,role-playing
35,63,shooter
85,86,puzzle
92,89,shooter
93,86,fighting
82,80,simulation
74,72,role-playing
66,64,shooter
80,66,strategy
80,65,misc
56,64,fighting
75,62,simulation
81,73,puzzle
74,73,shooter
83,64,role-playing
72,82,role-playing
83,80,misc
82,75,strategy
83,72,adventure
85,72,misc
75,73,racing
74,61,misc
56,46,platform
77,70,fighting
71,59,action
56,51,racing
43,41,strategy
76,65,fighting
76,65,simulation
73,59,fighting
76,76,fighting
64,70,action
65,72,role-playing
72,72,misc
64,72,shooter
61,74,sports
67,76,platform
69,75,shooter
63,62,shooter
61,56,simulation
78,64,sports
75,83,misc
76,76,puzzle
51,59,sports
48,63,misc
60,65,shooter
75,77,fighting
64,48,racing
69,59,action
56,56,adventure
85,84,misc
56,53,role-playing
63,68,simulation
55,63,simulation
75,56,action
56,53,puzzle
74,79,platform
71,60,action
79,64,action
76,65,racing
79,66,fighting
47,59,role-playing
78,81,fighting
62,76,strategy
34,29,shooter
86,83,sports
86,81,strategy
85,85,action
84,84,role-playing
82,82,strategy
80,79,role-playing
81,75,action
78,87,action
83,76,strategy
81,84,simulation
79,84,simulation
78,77,action
90,80,racing
86,87,racing
80,63,fighting
79,70,puzzle
76,81,role-playing
75,78,simulation
84,77,puzzle
80,79,platform
80,73,role-playing
72,72,simulation
79,78,racing
64,58,action
45,57,racing
69,83,fighting
64,64,shooter
77,74,simulation
59,66,simulation
74,73,platform
87,89,puzzle
81,80,action
82,77,platform
55,60,misc
44,55,simulation
64,60,misc
82,67,puzzle
82,68,sports
81,63,fighting
83,80,shooter
78,70,action
72,68,fighting
70,70,simulation
69,72,shooter
60,65,sports
75,68,sports
75,48,role-playing
54,69,adventure
70,76,puzzle
26,27,action
68,49,simulation
45,28,simulation
42,19,puzzle
77,69,puzzle
85,79,shooter
68,85,shooter
75,73,strategy
74,71,racing
71,61,sports
77,77,platform
79,81,strategy
78,67,sports
81,78,puzzle
70,66,action
76,74,misc
83,83,puzzle
89,77,action
68,40,puzzle
59,42,role-playing
72,76,simulation
77,85,adventure
65,61,platform
61,46,sports
78,60,sports
70,71,sports
68,50,sports
80,76,strategy
77,78,misc
72,61,adventure
81,80,adventure
74,81,role-playing
55,53,puzzle
66,66,role-playing
55,69,role-playing
57,55,role-playing
49,52,simulation
46,48,fighting
76,65,fighting
55,59,simulation
53,55,strategy
79,72,sports
78,77,misc
75,71,puzzle
80,80,puzzle
79,76,misc
76,82,adventure
80,81,simulation
84,81,sports
82,83,fighting
78,75,adventure
81,83,misc
88,81,puzzle
84,83,misc
82,77,strategy
80,71,adventure
71,67,sports
76,76,platform
85,82,action
85,81,fighting
88,77,adventure
86,84,misc
83,77,misc
80,76,misc
79,69,racing
63,65,shooter
73,68,action
74,76,shooter
81,75,fighting
69,61,strategy
59,63,fighting
57,58,misc
66,65,sports
58,69,adventure
65,56,puzzle
59,63,action
58,69,adventure
68,66,adventure
81,87,puzzle
72,72,fighting
68,76,fighting
40,76,role-playing
68,56,role-playing
71,72,shooter
62,62,sports
73,71,platform
79,74,platform
75,74,adventure
73,73,misc
70,71,fighting
67,64,sports
71,58,strategy
68,63,role-playing
75,61,misc
64,65,puzzle
64,74,fighting
78,78,adventure
72,71,action
71,63,adventure
64,57,platform
61,53,adventure
69,50,fighting
66,44,sports
64,50,platform
73,64,shooter
65,70,racing
75,77,platform
61,66,simulation
77,76,adventure
75,74,fighting
81,79,action
73,78,platform
72,70,sports
39,36,action
64,68,puzzle
76,63,role-playing
75,77,sports
78,72,role-playing
61,74,role-playing
71,68,shooter
78,68,adventure
76,62,role-playing
76,58,racing
61,65,action
60,61,platform
58,39,racing
71,58,puzzle
77,66,platform
76,56,action
75,60,role-playing
83,56,strategy
76,54,adventure
77,83,misc
74,77,platform
84,82,action
66,69,misc
82,74,shooter
81,71,misc
77,81,puzzle
81,67,misc
80,57,sports
84,78,platform
80,78,sports
74,67,role-playing
71,70,sports
71,63,sports
77,58,simulation
76,70,adventure
75,76,strategy
73,70,puzzle
67,68,puzzle
65,73,strategy
73,62,fighting
79,74,racing
75,75,strategy
68,62,action
82,91,racing
80,89,simulation
76,85,strategy
80,82,racing
75,78,platform
59,60,action
76,72,simulation
72,75,fighting
70,74,shooter
71,70,simulation
73,63,fighting
70,71,puzzle
69,62,racing
76,73,role-playing
70,62,adventure
74,50,sports
73,59,sports
75,73,puzzle
76,60,platform
83,73,puzzle
78,68,simulation
64,71,puzzle
80,71,puzzle
79,80,simulation
74,64,simulation
70,62,role-playing
66,64,platform
64,53,puzzle
76,64,misc
69,62,strategy
80,72,strategy
75,64,strategy
72,48,role-playing
68,70,fighting
71,61,racing
68,58,adventure
64,74,misc
72,82,puzzle
59,73,adventure
77,76,action
66,68,adventure
64,65,platform
66,64,platform
79,74,simulation
62,22,action
72,77,puzzle
77,24,fighting
79,74,strategy
59,61,misc
78,80,simulation
72,75,misc
78,71,strategy
77,79,role-playing
79,82,adventure
67,58,puzzle
79,76,adventure
85,73,action
72,69,racing
82,80,shooter
95,91,simulation
70,62,adventure
72,68,simulation
66,61,platform
80,86,racing
83,77,misc
77,86,platform
80,81,role-playing
81,89,adventure
80,84,simulation
64,74,fighting
54,65,sports
49,64,simulation
67,71,fighting
91,90,fighting
97,85,puzzle
96,82,fighting
81,82,role-playing
78,74,shooter
89,89,simulation
90,89,sports
73,75,puzzle
86,85,racing
65,23,adventure
55,15,misc
71,71,role-playing
69,67,misc
68,68,simulation
76,72,role-playing
67,65,sports
72,70,shooter
69,64,action
77,75,role-playing
81,80,fighting
75,80,sports
67,65,strategy
62,67,fighting
77,82,puzzle
75,79,racing
75,72,puzzle
68,72,platform
58,56,puzzle
67,60,racing
63,64,fighting
61,51,role-playing
76,69,adventure
72,75,shooter
71,56,action
79,71,sports
76,71,shooter
69,64,simulation
68,74,puzzle
86,82,simulation
83,72,simulation
82,69,simulation
79,71,puzzle
79,70,action
64,56,shooter
84,59,adventure
78,64,adventure
77,59,role-playing
75,70,platform
75,75,sports
48,65,sports
60,65,platform
79,75,adventure
75,75,misc
66,60,puzzle
69,48,misc
69,34,shooter
63,30,adventure
62,56,sports
63,66,action
67,65,misc
61,65,racing
55,53,platform
60,50,sports
61,74,role-playing
78,81,puzzle
82,68,fighting
54,67,racing
29,23,role-playing
72,48,misc
74,68,strategy
65,45,shooter
63,50,puzzle
74,74,simulation
80,76,sports
74,75,platform
74,83,puzzle
55,59,action
83,77,puzzle
82,69,role-playing
77,76,strategy
71,52,adventure
67,70,action
69,65,racing
64,76,misc
64,62,puzzle
73,75,sports
74,63,misc
80,54,simulation
73,58,adventure
67,53,fighting
72,70,misc
70,40,action
66,28,action
66,37,fighting
80,43,puzzle
78,58,simulation
77,59,role-playing
73,59,simulation
72,73,fighting
66,60,adventure
81,63,shooter
80,78,adventure
68,63,adventure
65,69,racing
69,60,shooter
68,52,simulation
88,80,role-playing
58,69,fighting
72,65,role-playing
63,80,strategy
62,64,misc
74,73,platform
73,68,sports
72,68,adventure
87,86,platform
83,76,strategy
73,60,role-playing
70,51,shooter
74,67,strategy
74,66,action
85,86,action
88,82,action
82,77,fighting
68,73,misc
60,67,fighting
56,66,role-playing
73,79,action
75,70,role-playing
67,73,adventure
54,58,simulation
64,69,sports
67,61,strategy
60,69,puzzle
80,74,simulation
74,68,platform
71,77,simulation
82,80,strategy
81,76,simulation
77,80,racing
78,76,action
89,87,misc
82,86,action
82,84,adventure
84,86,adventure
85,84,fighting
80,85,shooter
89,88,sports
67,63,shooter
70,71,simulation
69,57,role-playing
65,72,racing
66,61,role-playing
76,71,puzzle
71,72,adventure
80,83,misc
78,85,strategy
81,85,simulation
81,83,adventure
78,81,simulation
78,84,role-playing
38,26,simulation
69,63,racing
81,71,misc
80,70,platform
78,62,shooter
80,71,shooter
80,66,misc
78,63,shooter
74,63,fighting
69,45,adventure
71,58,adventure
62,44,action
74,65,sports
64,59,strategy
76,76,shooter
75,68,misc
72,76,simulation
71,63,adventure
69,73,sports
78,71,role-playing
74,72,puzzle
80,85,puzzle
73,74,simulation
72,71,role-playing
70,72,sports
67,74,puzzle
63,69,simulation
58,69,platform
63,58,fighting
61,62,action
63,67,action
93,94,simulation
92,92,racing
91,92,role-playing
92,92,action
91,89,platform
90,88,simulation
89,91,shooter
68,60,puzzle
87,72,simulation
87,69,action
86,66,adventure
71,61,strategy
80,88,misc
85,89,simulation
76,83,action
82,86,shooter
75,82,platform
84,88,racing
78,86,shooter
77,75,platform
66,76,racing
73,86,sports
78,78,platform
83,90,action
64,74,role-playing
58,57,action
56,64,misc
74,75,adventure
70,59,action
69,59,sports
67,62,adventure
86,75,shooter
84,73,strategy
84,81,simulation
82,84,fighting
88,50,puzzle
66,77,fighting
66,70,racing
63,65,action
66,66,sports
58,56,fighting
83,84,action
80,79,fighting
78,76,sports
78,74,fighting
77,81,sports
78,67,puzzle
77,56,shooter
64,31,shooter
85,77,strategy
85,79,misc
79,70,sports
63,59,racing
66,70,simulation
85,77,sports
84,72,fighting
86,51,fighting
85,78,racing
69,71,simulation
54,37,shooter
58,84,strategy
70,68,fighting
81,54,simulation
75,74,simulation
77,76,misc
64,67,sports
68,38,puzzle
66,56,platform
72,56,adventure
57,57,misc
62,51,action
66,69,adventure
65,65,sports
55,56,role-playing
71,65,shooter
74,56,misc
73,66,shooter
86,67,adventure
86,62,fighting
89,84,shooter
87,83,role-playing
86,82,simulation
73,47,strategy
71,75,misc
62,51,shooter
76,48,action
68,58,strategy
65,62,misc
66,70,racing
82,79,sports
76,75,sports
76,76,puzzle
78,56,platform
84,78,shooter
71,43,simulation
70,70,misc
68,74,puzzle
70,62,shooter
80,79,sports
36,45,strategy
63,71,misc
74,79,simulation
75,74,fighting
70,65,puzzle
71,51,shooter
76,67,misc
70,62,action
69,63,fighting
79,71,strategy
74,70,puzzle
73,74,role-playing
82,75,action
80,69,platform
80,70,shooter
79,60,strategy
69,71,action
64,55,strategy
85,65,misc
83,72,fighting
80,74,simulation
86,85,sports
86,77,racing
85,81,strategy
71,76,simulation
39,21,strategy
32,14,misc
80,76,sports
88,85,sports
57,59,puzzle
56,54,simulation
81,70,fighting
79,68,platform
76,68,platform
72,79,racing
75,73,action
80,73,platform
76,42,fighting
63,45,strategy
62,51,fighting
86,85,strategy
86,74,action
72,42,role-playing
76,57,puzzle
87,75,role-playing
83,75,action
84,71,shooter
69,75,adventure
55,53,simulation
70,67,role-playing
64,68,sports
42,30,strategy
38,46,simulation
58,73,strategy
77,76,sports
74,74,role-playing
71,80,fighting
53,53,racing
57,54,puzzle
72,68,role-playing
76,72,role-playing
71,63,sports
69,61,simulation
77,79,sports
87,68,platform
87,70,strategy
80,66,simulation
62,72,fighting
60,83,role-playing
58,66,action
69,63,adventure
79,77,action
81,76,role-playing
79,71,puzzle
76,73,role-playing
63,60,shooter
67,69,misc
56,59,strategy
78,62,adventure
71,50,adventure
67,56,puzzle
56,52,role-playing
77,75,role-playing
75,76,action
74,73,fighting
78,78,platform
49,47,role-playing
47,50,shooter
43,43,puzzle
83,82,shooter
83,83,sports
86,84,role-playing
71,74,misc
61,65,fighting
67,79,fighting
74,75,sports
85,68,simulation
80,69,adventure
80,71,simulation
79,71,racing
57,59,role-playing
55,63,shooter
54,66,sports
85,53,racing
83,53,fighting
79,64,adventure
78,79,action
86,78,simulation
72,70,strategy
74,75,role-playing
65,74,action
84,76,misc
84,80,sports
68,73,misc
39,46,adventure
64,64,role-playing
78,76,racing
75,70,strategy
76,71,puzzle
75,63,simulation
78,72,simulation
69,54,shooter
50,64,racing
68,82,adventure
68,46,racing
68,77,platform
67,65,misc
69,71,misc
78,73,sports
71,48,sports
67,53,strategy
67,70,strategy
67,73,action
83,74,racing
84,72,misc
57,70,fighting
68,61,adventure
80,78,role-playing
67,68,role-playing
64,29,puzzle
72,65,platform
84,78,action
80,78,platform
77,72,racing
69,77,strategy
66,66,sports
71,62,misc
73,65,platform
38,24,shooter
36,21,simulation
87,78,sports
52,59,strategy
67,65,platform
57,38,simulation
52,51,misc
65,78,action
93,84,shooter
67,59,fighting
80,74,role-playing
84,77,racing
86,85,strategy
78,72,strategy
67,76,sports
72,76,shooter
92,83,puzzle
92,66,fighting
93,75,shooter
37,21,adventure
72,75,puzzle
66,66,puzzle
80,72,shooter
71,71,platform
76,70,sports
74,78,puzzle
75,65,action
66,70,puzzle
71,64,misc
57,72,fighting
69,68,simulation
81,77,misc
78,82,platform
75,81,misc
81,68,sports
77,76,action
76,61,misc
82,80,role-playing
65,58,racing
82,61,puzzle
77,72,shooter
75,78,sports
73,67,puzzle
79,83,puzzle
72,77,fighting
62,51,adventure
64,79,platform
58,68,strategy
67,63,shooter
67,64,role-playing
68,72,simulation
75,76,action
77,82,platform
44,50,platform
83,76,misc
75,75,simulation
69,68,puzzle
48,69,platform
81,81,racing
79,86,role-playing
77,83,action
77,80,puzzle
85,82,platform
84,84,puzzle
84,79,role-playing
83,79,action
82,86,strategy
84,82,adventure
56,56,misc
54,59,racing
72,81,shooter
72,72,simulation
68,77,puzzle
72,69,misc
70,72,role-playing
70,69,shooter
49,55,fighting
78,89,action
78,68,shooter
57,54,shooter
62,55,sports
90,72,shooter
86,69,platform
87,74,misc
87,79,simulation
70,77,strategy
56,70,misc
46,57,action
81,78,strategy
64,60,racing
75,75,simulation
79,70,role-playing
76,70,simulation
82,80,strategy
81,87,misc
82,73,fighting
67,66,racing
66,71,misc
64,73,simulation
61,73,shooter
80,61,fighting
77,58,misc
74,49,sports
77,79,puzzle
81,80,simulation
76,77,racing
80,73,platform
71,70,role-playing
70,59,misc
65,68,sports
67,80,puzzle
58,53,racing
17,32,adventure
80,79,shooter
70,69,simulation
81,82,adventure
65,78,strategy
73,58,role-playing
62,62,puzzle
81,65,sports
76,59,shooter
65,71,sports
62,42,shooter
71,84,racing
64,71,strategy
80,80,role-playing
81,81,racing
78,79,puzzle
84,77,strategy
82,59,shooter
80,48,fighting
68,66,simulation
77,45,strategy
52,47,racing
71,75,racing
71,39,simulation
67,64,sports
64,62,sports
79,77,fighting
72,77,simulation
69,74,adventure
55,26,platform
79,77,action
77,63,sports
73,62,fighting
83,56,sports
82,75,strategy
78,79,action
73,72,platform
71,79,platform
75,58,fighting
70,65,strategy
64,74,platform
77,66,adventure
73,70,strategy
72,72,sports
68,73,simulation
60,65,action
81,73,platform
80,76,shooter
77,70,racing
75,79,action
80,64,fighting
78,59,racing
77,48,action
62,65,puzzle
82,77,strategy
81,73,simulation
75,71,sports
76,73,sports
81,74,platform
68,77,puzzle
72,72,role-playing
41,44,puzzle
72,71,simulation
61,61,sports
60,77,strategy
67,46,shooter
64,53,role-playing
62,53,racing
74,77,fighting
63,74,platform
32,29,strategy
76,71,platform
87,76,racing
85,78,action
80,76,sports
92,73,role-playing
89,82,adventure
88,81,simulation
63,58,shooter
73,69,strategy
74,52,puzzle
64,71,fighting
63,59,action
67,65,adventure
68,66,puzzle
67,70,action
61,73,racing
72,77,platform
65,69,racing
68,70,puzzle
74,59,racing
29,1,strategy
82,75,adventure
79,76,adventure
53,69,shooter
76,74,platform
82,84,racing
63,71,shooter
61,69,shooter
79,82,fighting
85,82,action
76,78,fighting
73,62,sports
71,58,action
88,62,misc
87,75,racing
86,67,misc
79,79,simulation
81,82,fighting
79,81,racing
79,78,role-playing
76,77,misc
76,79,shooter
75,79,sports
80,79,sports
79,81,sports
79,76,misc
62,73,puzzle
55,58,action
77,77,racing
77,76,misc
81,81,fighting
79,83,strategy
71,73,strategy
84,76,adventure
76,59,adventure
80,56,misc
80,69,action
79,31,misc
88,73,sports
82,50,role-playing
87,59,role-playing
69,53,misc
61,27,racing
81,60,puzzle
73,73,strategy
52,55,fighting
70,62,sports
62,59,fighting
73,69,shooter
73,67,role-playing
67,66,action
78,70,role-playing
76,77,puzzle
75,81,adventure
83,79,strategy
61,76,puzzle
64,65,racing
65,60,adventure
62,61,shooter
68,53,adventure
66,57,puzzle
66,61,shooter
70,77,racing
70,72,role-playing
81,76,fighting
76,77,puzzle
77,84,fighting
76,64,role-playing
78,83,strategy
62,52,racing
56,55,shooter
73,72,platform
72,54,platform
69,61,platform
68,49,platform
67,48,sports
66,56,platform
77,46,adventure
77,56,shooter
33,32,strategy
59,65,action
78,73,fighting
88,72,role-playing
87,73,racing
87,74,role-playing
88,78,platform
89,82,racing
82,81,misc
86,80,simulation
83,87,strategy
80,86,sports
86,89,puzzle
84,91,adventure
66,64,shooter
65,62,puzzle
73,71,platform
77,56,puzzle
71,59,fighting
75,76,adventure
76,82,simulation
49,60,misc
85,84,racing
86,81,platform
83,82,puzzle
80,81,role-playing
80,73,action
85,80,simulation
73,50,platform
87,70,platform
82,78,role-playing
65,69,adventure
74,73,simulation
73,65,misc
45,40,puzzle
74,41,role-playing
64,60,misc
59,57,fighting
76,80,racing
72,77,misc
70,74,platform
73,81,adventure
80,72,puzzle
67,65,misc
67,64,racing
84,76,adventure
83,71,platform
83,78,misc
82,84,racing
77,68,puzzle
75,83,misc
73,73,shooter
70,68,role-playing
64,77,role-playing
74,73,simulation
73,72,simulation
75,76,puzzle
73,57,puzzle
73,65,strategy
68,62,misc
80,85,action
64,62,puzzle
78,85,puzzle
76,63,strategy
80,78,platform
76,84,racing
77,66,platform
81,62,action
80,75,simulation
76,78,shooter
85,82,misc
82,87,strategy
82,87,misc
74,67,strategy
73,78,shooter
52,54,shooter
74,77,puzzle
55,73,simulation
72,70,misc
82,70,action
84,59,sports
78,62,racing
83,49,platform
84,60,fighting
83,60,racing
79,77,sports
46,66,role-playing
61,74,platform
85,61,action
87,79,action
88,88,misc
84,88,action
83,83,shooter
81,82,role-playing
78,79,sports
80,68,sports
58,61,role-playing
57,42,puzzle
80,70,sports
32,50,racing
72,63,strategy
71,58,shooter
65,48,adventure
72,71,strategy
62,69,action
62,68,platform
81,78,action
64,70,role-playing
77,77,puzzle
71,77,racing
68,31,adventure
57,34,misc
79,73,misc
